id,sentiment,tweet
1505,positive,@ameerakitty @walidasamra أما نظم العدالة الإجتماعية فتبعث على الإطمئنان والفضيلة .. يعني كل المشاكل الموجودة الان لم تكن موجودة أيام ناصر
1506,negative,"""\""""هذه الدنيا كتاب أنت فيه الفكر.\"""" ده كلام أغنية رومانسية ﻷم كلثوم و ده دليل علی إننا دلوقتي عايشين في بلاعة مجاري فكرية كبيرة و الله."
1508,positive,و تشجيني معانيها و ارددها و اغنيها و أنا سهـــــــــران و يجي النوم يناديني الاقي الشوق يصحيني على الحرمــــــــــــــان
1509,positive,@khalednegm شكرا يادكتور
1510,negative,@OmarSaber_ عنلأبوأم الجنتله يا عم ..
1513,negative,احناا محدش يعلة عليناا..بس كدة وصلت..شكراا
1514,positive,فعلا يا عفيفي انت ديما بتنسينا الهم والقرف بفيديو يجيب من الاخر #باصي_لعفيفي
1515,positive,@aaaahmad21  لا ده اسمه علي اسم الغالي اسمه احمد **
1516,positive,@aaaahmad21  ها ايه رايك اقوله ايه بقا .. انا بقول مودي حلو ^^
1517,negative,"""""""@HHesho لأ بن الصرمة دا لسه فى الفيلدز ، Euler in ODE :D بس non linear وحاجه بلاعات خالص"""""""""
1519,positive,م انا هفضل ابني سفينتي حتي  و لو شربتو البحر
1520,negative,"""واية يعني تروح متجيش؟ وايه يعني هواها مفيش .\"""""
1525,positive,نفسي كده في فلورز كتييييير #حرب_الفولورز_برعاية_سيزار_وترمس_افندي
1526,positive,انت اخويا الكبير  و اخويا فالدم ياعم @adeleissa1
1527,negative,"""""""حين أموت لا تحزنوا  فإنه مجرد وقت وتنسوني ،،، كما نسيتوني وانا حي"""""""""
1528,positive,عندما يتذكر المؤمن أن الأمر كُله لله وأن حياته تجري عليها أقدار الله واختياره له.. فحتما سيطمئن قلبه.
1529,negative,النظام اللى مرتضى منصور ماشى به ده انه يمشى مدرب بعد كل ماتش هيخسره  هيودينا فى داهيه  وفى الاخر #الزمالك هينافس الاهلى عل المركز السابع
1530,positive,#DoaaElSebaii دعاء السباعي دودو وبس
1531,neutral,#3alahwa   انا  نهي سنفورة القهوة اديرو    :)
1534,positive,@Toty812013 هههههههههههههههههه
1535,neutral,سوني C3ولا سوني M2 افضل ؟؟ بلاش فتي :D
1536,positive,@Nouran_Ali @Yomna_Yasser10 اهم حاجة البورتلاندى أصل لمؤغذة العمود من دول لازم يبقى متيين :D
1537,negative,موتى اخر نقطه ندم جوايا من ناحيتك ..
1538,negative,لما تعتبر حد عايش انه مات دى بتبقى اصعي من موته
1540,neutral,#RanaSamahaTeam #ومكملين_المشوار  @ranasamaha9t  مين عايز يسمع رايديو رناااا  http://t.co/wZEYewmheR
1541,positive,"""@solly_joey بس الحق يتقال breaking bad مسلسل فشيخ بصراحة :\""""D"
1542,positive,@sl_889 ههههههه ماشي خقه
1544,negative,"""""""\"""" فقدنا فيك الأمل ، مفيش منك رجا ، رمينا طوبتك من زمان \"""""""""""""
1545,positive,#على_ربيع  جاااااامد مالوش حل
1546,neutral,"""""""سُئل الحسن البصري رحمه الله : أين تجد الراحة فقال : . سجدة بعد غفلة ، وتوبة بعد ذنب"""""""""
1547,positive,رسمت أحلام .. و عشت أيام  و غنيت الهوى أنغام
1550,positive,الليله ليله عمرناا ♥♥   #3alahwa
1554,negative,@RanaHashem77 @emanelkhatib1  الله يخرب بيتك يامرسي
1557,positive,@mona_gendy وحضرتك بألف صحة وخير ---- وكل أيامك فرحة
1559,negative,#لو_سانتا_كلوز_مصري هيتثبت بليل...
1560,negative,هبتدى انام بدرى بقى واقوم بدرى عشان اذاكر والحوارات دى خرة مش بتيجي معايا سكة -_-
1562,negative,انا باجى على الوقت ده و ببقى عاملة كدة سورى آم نوت سورى
1563,negative,@aheeh777 @dirty0me اكيد طبعا شرف ليكم يا خدم الزوبر
1565,negative,يمكن الرجوله صعبه عليك بس مو ضروري تصير نثيـه !
1570,positive,من اجمل ايام حياتي بجد #كتب_كتابي علي حبيبي
1571,negative,أخاطب الشيب وافاني على صغر.. عجلت أم عادني همي على عجل؟! هذا البياض الذي في مفرقي لغة.. قرأت فيها فصول اليأس والأمل..#أحدث_الليل
1574,negative,"""""""@sheetos46 مش حوار ، هسقطه :D"""""""""
1575,positive,"""أنت اعلم يا الله =) http://t.co/1HZxXYr1El\"""""
1579,negative,واللي يطنش ....يطنش بكرة يتطنش
1582,negative,@eslambalkemy انا عرفت في ديمسبر 2013ياسوكا وهنهي معاك في ديسمبر 2014
1584,positive,@ahmedgalal_9 كل سنه وانت طيب ياصاحبي وعقبال ١٠٠ سنه ويارب سنه سعيده عليك وتحقق فيها كل احلامك ❤✋ http://t.co/M7h9qqINdk
1585,negative,"""وانا ليه اصحي الساعه ٨ الصبح عشان انزل درس -.- ليه هه ؟ D\"""":"
1587,positive,ههههههههههههه #سعيد_الهوا http://t.co/k1N4KdpBEd
1590,positive,الحمد لله على العلامات السريعة القاطعة الشافية!
1591,negative,@teamah77 و ايه المشكله و احنا بلد فشل فيها زويل ونجحت فيها صافيناز
1592,positive,قلبك ملكك متشغلوش باى حد ♥
1595,positive,الاختيار: قصة سيدى الحارث تربيزة خبط بالعقل أغنيةكام واحد لزاب يخت عالقهوة افضل ضيف: زاب ثروت ♥ اشهر زبون لكلوك #3alahwa
1598,neutral,"""""""\""""@Tahleel_120: لا إله إلا الله العظيم الحليم، لا إله إلا الله رب العرش العظيم، لا إله إلا الله رب السماوات، ورب الأرض، ورب العرش الكريم،،\"""""""""""""
1599,positive,@arwaalhaj90 معاكي حق .. بس كمدافع بيقطع كرات .. كويس
1600,negative,هو مش بيحبك.. هو حافظ كام كلمه و ماشي يقولها لأي بنت يقابلها...
1605,positive,@mennty_ الحقيقة مبتزعلش :D
1606,positive,#الاختيار :  عمر سمره  يحكي ان  ..افضل قصه الزئبق الاحمر  افضل اغنيه ناس تشبهلنا  اشهر زبون لكلوك القهوه افضل حمله خروفي #3alahwa
1608,positive,@DawlatHussien1 قلب كبير
1609,neutral,#3alahwaاحمد جمال بودي جارد القهوه الزئبق الاحمر ناس تشبهلنا  التبرع بالدم
1612,negative,ساكت من برا .. بس راديو من جوا
1613,negative,@mskhafagi الانتخابات اولا..........الدستوراولا.........النتيجة واحدة
1617,negative,"""بقيت بحس ان الايموشن دا \"""" :D\""""قليل الادب او بيدي ايحائات بكدا !"
1618,negative,@AboelZeeeek علي مبارك ابن ميتين الكلب
1619,positive,"""مكنتش اعرف اني بعرف احب بالكميات دي ف نفس الوقت والله .. الواحد بيكتشف قدرات مُريبة جواه. :\""""D"
1621,neutral,محمد الوحيد اللي معندوش امتحان ونايم بدري.
1622,negative,الغباء بيجيب ورا بس
1623,neutral,تقريباً كده هنام .. سلام
1624,neutral,@marvet3bdelalim @INT_CairoFornia انا ف حقوق اهو يا ميرفت -_-
1626,positive,@face0book مني السلام على من لست اهواه ولا يمل لساني عن ذكراه فان غاب عيني فالقلب مصدره http://t.co/7Imbqa3Mtr
1627,negative,@AhmedDoda6 عيلة وسخة بس بننجح #قصف_جبهة :D
1629,positive,@Mais_Momani @aliQatawneh20 ههههههههههههههههههههه عحبتني سطر النمل
1630,positive,انا لما مش بلاقي حد اشتغلة .. بقعد اشتغل في نفسي و اضحك :D :D
1632,negative,الليالي غرتك..
1634,positive,ممكن اكون الوحيد المستفاد من 2014 عشان لسبب بسيط جربت فيها كل الحرمات و ريحت دماغي من كل حاجه كان عندي فضول لها
1635,positive,@haeinjoan @katy1kaoutar خلص رح اسامحها .. لأنو حكت الحكي اللي كان نفسي احكيه وما كنت حابة افضح ابتسام بس الحمد لله الله كبير
1636,negative,عادة الناس اللي بيتكلموا عن الفضيلة مش بيملكوها
1637,positive,@3zzara5a بصفتك بنت وفاهمه البنات استفدت منك في معلومه كنت بتجاهلها نفسى يبقى ليا اخت زيك وتفهمني ولما احب واحده تقولي يا حمار اعملها كذا
1639,negative,طب بتقشرو البرتقان ازااااي ! ماسك برتقانه بقالي ساعه مش عارف اقشرها لما شرحتها :D
1641,positive,وانا مهما اقع راح اقوم ٠٠ ودى مسألة مبدأ
1644,negative,لو فضلت مع الناس و العادات و التقاليد و الهبل ده حياتك هتنتهي قبل ما تبتدي !
1645,neutral,عليك ان تتعلم جيداً كيف تقفز على رأسِك
1646,positive,@rema52148616   تم لك  وصباحك عسل
1648,negative,انا اقدم عاصمه للحزن
1649,positive,@abdelrahman799 يارب
1650,neutral,@ayamohamed9926 هتتحاسبى على اى استخدام خارج فيس بوك و تويتر وواتس آب ب 25 قرش للميجابايت الواحده  Zahran
1651,negative,حتى الحشيش بيقلب المواجع و بقى يطلب بنكد
1653,positive,@SaddamHkhatib  ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه  خلص وانت بخير  وبنحكي  كمان ههههههههه
1656,positive,صوتها بيوهب قلبي حياة ♪♬
1657,neutral,@Marina_maher_ انا بمتحن ✋
1659,negative,قرارت حاسمه ع 2015  شخص لا يعتمد عليه @AhMedhassaNJuv  مكنتش عايز تعزمه يا ظالم
1660,negative,"""""""@DrHelbawy  طبعا ، دي كانت تبقى كارثة چينية"""""""""
1661,neutral,http://t.co/sjxhpa1o3Kالرقابه الصحيه توفر نفقات الدواء والعلاج التى تعجز الحكومه عن تدبيرها لكل المصريين / مقالى بالجمهوريه السبت٢٧=١٢
1662,negative,@khalednegm @014_safy نعم يا ريس لكن الكثير من الناس سوف يستغل هذا اللفظ خطأ لاننا صرفنا ارباح هذه الاموال للعملاء طوال هذه الفتره.
1664,positive,@Malekbatainehm  حبيت هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه
1665,neutral,"""\""""@rody_sobhy: \""""@abdelradyabasy: النملة أصغر وللا البرغوت؟ _التمر حنة\"""" القملة\"""" السمسمة؟"
1668,positive,@kfourywael الله يوفقك وتوصل لاعلا مرحلة بالدني..بتستاهل كل الخير ..لانك وائل وبكفي انك وائل..لك بعشقكككك
